category_0,category_1,bathrooms,bedrooms,fee_0,fee_1,pets_allowed,price,square_feet,cityname,with_storage_0,with_storage_1,with_parking_0,with_parking_1,with_gym_0,with_gym_1,with_pool_0,with_pool_1,with_woodfloors_0,with_woodfloors_1,with_patio_0,with_patio_1,with_clubhouse_0,with_clubhouse_1,with_internet_0,with_internet_1,with_gated_0,with_gated_1
1,0,1.0,1.0,0,1,1,800.0,635,116,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1,0,1.0,2.0,0,1,0,1350.0,1650,97,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
0,1,2.0,3.0,0,1,0,1450.0,1270,97,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1,0,3.0,2.0,0,1,1,1250.0,1627,21,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1
0,1,2.0,3.0,0,1,0,1399.0,1508,24,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
0,1,2.0,3.0,0,1,0,1325.0,1210,85,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
0,1,2.0,4.0,0,1,0,1425.0,1601,29,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1,0,2.0,2.0,0,1,0,750.0,900,56,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1
1,0,1.0,1.0,0,1,0,635.0,617,100,0,1,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1
1,0,1.0,1.0,0,1,0,1025.0,772,50,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1
1,0,1.0,2.0,0,1,0,825.0,950,35,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1
1,0,1.0,1.0,0,1,1,795.0,650,24,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1
1,0,1.0,1.0,0,1,0,1239.0,624,24,0,1,1,0,0,1,1,0,0,1,0,1,1,0,1,0,1,0
1,0,1.0,1.0,0,1,0,879.0,635,24,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1
1,0,1.0,1.0,0,1,0,989.0,641,24,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1
1,0,1.0,1.0,0,1,1,785.0,680,24,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1
1,0,1.0,1.0,0,1,1,890.0,670,24,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1
1,0,2.0,2.0,0,1,0,1832.0,940,94,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1
1,0,1.0,1.0,0,1,0,1201.0,720,97,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1
1,0,1.0,2.0,0,1,0,1050.0,775,6,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1,0,2.0,2.0,0,1,0,770.0,900,102,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1
1,0,1.0,1.0,0,1,0,922.0,920,56,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1
0,1,2.0,3.0,0,1,0,1249.0,1119,24,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
0,1,2.5,4.0,0,1,0,1400.0,1395,26,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
0,1,2.0,3.0,0,1,0,1300.0,1228,89,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
0,1,2.0,3.0,0,1,0,1299.0,1344,85,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1,0,1.0,2.0,0,1,0,1188.0,497,24,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1
1,0,1.0,2.0,0,1,3,1400.0,886,35,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
0,1,2.0,3.0,0,1,0,1349.0,1656,24,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1
0,1,1.0,3.0,0,1,0,775.0,575,19,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1
0,1,2.0,3.0,0,1,0,1449.0,1440,61,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
0,1,2.0,3.0,0,1,0,1399.0,1130,84,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1
1,0,1.0,1.0,0,1,0,829.0,688,6,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
0,1,2.0,3.0,0,1,0,1299.0,1117,65,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1,0,1.0,1.0,0,1,0,814.0,600,15,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1,0,2.0,2.0,0,1,1,900.0,1224,47,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1,0,1.0,1.0,0,1,0,1346.0,797,23,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1
1,0,2.0,2.0,0,1,3,1395.0,954,97,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
0,1,2.0,3.0,0,1,0,1399.0,1289,29,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
0,1,2.5,3.0,0,1,1,1395.0,1444,77,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1,0,2.0,2.0,0,1,0,979.0,950,97,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1
0,1,2.0,3.0,0,1,0,1299.0,1172,29,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
0,1,2.0,3.0,0,1,0,1375.0,1134,26,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1,0,1.0,1.0,0,1,0,719.0,696,24,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1
0,1,2.0,3.0,0,1,0,1499.0,1495,24,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1,0,1.0,1.0,0,1,0,1450.0,733,35,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0
0,1,2.0,3.0,0,1,0,1425.0,1575,26,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
0,1,2.0,3.0,0,1,0,1299.0,1460,24,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1
0,1,2.0,4.0,0,1,0,1399.0,1607,29,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1,0,1.0,1.0,0,1,1,600.0,250,97,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
0,1,2.0,3.0,0,1,0,1475.0,1463,24,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
0,1,2.0,3.0,0,1,0,1425.0,1586,41,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1,0,1.0,1.0,0,1,1,1500.0,998,4,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1,0,1.0,2.0,0,1,0,995.0,824,97,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
0,1,2.0,4.0,0,1,0,1249.0,1367,41,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1
1,0,2.0,2.0,0,1,0,1700.0,885,97,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1
1,0,1.0,1.0,0,1,0,1000.0,703,24,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1,0,1.0,2.0,0,1,0,1026.0,669,35,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1
0,1,2.0,3.0,0,1,0,1499.0,1416,77,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
0,1,2.0,4.0,0,1,0,1425.0,1450,24,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
0,1,2.0,3.0,0,1,0,1275.0,1244,26,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
0,1,2.0,3.0,0,1,0,1625.0,1612,24,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1,0,2.0,2.0,0,1,0,1300.0,1286,97,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1
0,1,1.0,3.0,0,1,1,1300.0,1002,77,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1,0,1.0,2.0,0,1,0,999.0,800,97,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1,0,1.0,2.0,0,1,1,875.0,1232,118,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1,0,2.5,2.0,0,1,0,1425.0,1596,29,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1,0,1.0,1.0,0,1,1,1400.0,540,23,0,1,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1
1,0,1.0,1.0,0,1,1,800.0,230,41,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1,0,1.0,1.0,0,1,1,645.0,250,24,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1
1,0,1.0,1.0,0,1,1,750.0,250,24,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1,0,1.0,1.0,0,1,0,953.0,752,1,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,1
1,0,2.0,2.0,0,1,0,1099.0,1100,66,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1
1,0,1.0,1.0,0,1,0,750.0,770,57,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
0,1,2.0,3.0,0,1,0,1369.0,1334,15,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1
1,0,1.0,2.0,0,1,0,1595.0,1325,97,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1,0,1.0,1.0,0,1,1,400.0,300,97,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1,0,1.0,1.0,0,1,0,945.0,697,23,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1
0,1,4.0,4.0,0,1,1,1600.0,1224,97,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1,0,1.0,1.0,0,1,1,950.0,400,26,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1,0,2.0,2.0,0,1,0,1778.0,1131,97,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1,0,1.0,1.0,0,1,0,990.0,698,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1
1,0,2.0,2.0,0,1,0,963.0,1115,47,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1
1,0,2.0,2.0,0,1,0,963.0,1085,79,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1
0,1,2.0,3.0,0,1,0,1378.0,1274,79,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1
1,0,1.0,1.0,0,1,0,1077.0,945,35,1,0,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,1
1,0,2.0,2.0,0,1,0,1079.0,1052,97,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1
1,0,2.0,2.0,0,1,0,1200.0,1000,97,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1
1,0,1.0,1.0,0,1,0,880.0,750,97,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1
1,0,1.0,1.0,0,1,0,960.0,760,23,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1
1,0,1.0,1.0,0,1,0,1017.0,687,97,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1,1,0
1,0,2.0,2.0,0,1,0,979.0,1028,97,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1
1,0,2.0,2.0,0,1,0,1319.0,1094,87,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1,0,1.0,1.0,0,1,0,969.0,833,87,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1
1,0,1.0,1.0,0,1,0,949.0,802,87,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1
1,0,2.0,2.0,0,1,0,1029.0,1038,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1
0,1,2.0,3.0,0,1,0,1462.0,1611,21,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1,0,1.0,1.0,0,1,0,813.0,760,21,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1
1,0,2.0,1.0,0,1,0,1170.0,1012,21,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1
1,0,2.0,2.0,0,1,0,888.0,1015,19,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1
1,0,2.0,2.0,0,1,0,1040.0,1095,47,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1
0,1,2.0,3.0,0,1,0,1179.0,1443,79,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1
1,0,1.0,1.0,0,1,0,905.0,770,15,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1
1,0,1.0,1.0,0,1,0,1042.0,842,35,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,1
1,0,1.0,1.0,0,1,0,824.0,621,97,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1
0,1,2.0,3.0,0,1,0,1253.0,1280,97,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1
0,1,2.0,3.0,0,1,0,1258.0,1346,97,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1,0,1.0,1.0,0,1,0,892.0,800,97,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1
1,0,2.0,2.0,0,1,0,1310.0,1186,87,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1
1,0,2.0,2.0,0,1,0,1344.0,1122,87,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1
1,0,1.0,2.0,0,1,0,1050.0,1077,87,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
0,1,2.0,3.0,0,1,0,1208.0,1224,69,0,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,1
1,0,2.0,2.0,0,1,0,1200.0,1130,26,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1
1,0,1.0,1.0,0,1,0,914.0,701,21,0,1,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1
1,0,1.0,1.0,0,1,0,1015.0,725,21,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1
1,0,2.0,2.0,0,1,0,1123.0,1144,21,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1
0,1,1.0,3.0,0,1,0,1026.0,851,23,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1
1,0,1.0,1.0,0,1,0,1350.0,717,23,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1
1,0,2.0,2.0,0,1,0,1480.0,1097,21,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1
1,0,1.0,2.0,0,1,0,909.0,811,21,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0
1,0,2.5,2.0,0,1,0,1194.0,800,21,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1
0,1,2.0,3.0,0,1,0,1580.0,1366,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1
1,0,2.0,2.0,0,1,0,797.0,1152,66,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1
1,0,2.0,2.0,0,1,0,831.0,1200,44,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
0,1,2.0,3.0,0,1,0,916.0,1256,118,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1
1,0,1.0,2.0,0,1,0,675.0,770,118,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1,0,2.0,2.0,0,1,0,956.0,1063,48,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0
1,0,2.5,2.0,0,1,0,1240.0,1162,35,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1
1,0,1.0,1.0,0,1,0,892.0,674,97,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1
0,1,1.0,3.0,0,1,0,1935.0,1344,97,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1,0,2.0,2.0,0,1,0,1139.0,1080,87,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1
1,0,1.0,1.0,0,1,0,820.0,650,69,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1
1,0,2.0,2.0,0,1,0,1204.0,1113,69,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1
1,0,2.0,2.0,0,1,0,1042.0,996,69,0,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,1
0,1,2.0,3.0,0,1,0,1152.0,1290,69,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1
1,0,2.0,2.0,0,1,0,1079.0,1038,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1
1,0,1.0,1.0,0,1,0,899.0,783,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1
1,0,2.0,2.0,0,1,0,985.0,1101,43,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1
1,0,2.0,2.0,0,1,0,1410.0,1275,13,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1
1,0,1.0,2.0,0,1,0,865.0,850,21,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1,0,2.0,2.0,0,1,0,1005.0,1230,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1
1,0,2.0,2.0,0,1,0,1023.0,1027,1,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,1
1,0,2.0,2.0,0,1,0,1068.0,1027,1,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,1
1,0,1.0,1.0,0,1,0,1140.0,854,47,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1
1,0,1.0,1.0,0,1,0,1390.0,1229,47,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1
0,1,2.0,3.0,0,1,0,1170.0,1311,47,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0
1,0,1.0,1.0,0,1,0,650.0,610,47,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1
1,0,1.0,1.0,0,1,0,821.0,780,79,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1
1,0,1.0,1.0,0,1,0,870.0,845,79,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1,0,1.0,1.0,0,1,0,809.0,714,79,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
0,1,2.0,3.0,0,1,0,1181.0,1503,58,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1
1,0,1.0,1.0,0,1,0,1127.0,675,118,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1
1,0,1.0,1.0,0,1,0,1346.0,825,118,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1
1,0,2.0,2.0,0,1,0,853.0,967,27,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1
1,0,1.5,2.0,0,1,0,839.0,858,29,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1,0,2.0,2.0,0,1,0,883.0,1044,35,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1
1,0,1.0,1.0,0,1,0,1065.0,802,35,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1
0,1,2.0,3.0,0,1,0,1812.0,1499,35,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1
1,0,1.0,1.0,0,1,0,973.0,785,35,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1
1,0,1.0,1.0,0,1,0,978.0,850,97,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1
