category_0,category_1,bathrooms,bedrooms,fee_0,fee_1,pets_allowed,price,square_feet,cityname,with_storage_0,with_storage_1,with_parking_0,with_parking_1,with_gym_0,with_gym_1,with_pool_0,with_pool_1,with_woodfloors_0,with_woodfloors_1,with_patio_0,with_patio_1,with_clubhouse_0,with_clubhouse_1,with_internet_0,with_internet_1,with_gated_0,with_gated_1
0,1,1.0,4.0,0,1,1,1695.0,1200,20,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1,0,1.0,2.0,0,1,1,1380.0,950,43,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1,0,1.0,1.0,0,1,0,1356.0,780,22,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1
1,0,1.0,1.0,0,1,0,1424.0,680,4,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1
1,0,2.0,2.0,0,1,0,1675.0,1187,56,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1
1,0,2.0,2.0,0,1,0,1475.0,1008,56,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1
1,0,2.0,2.0,0,1,0,1774.0,1100,18,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1,0,1.0,1.0,0,1,0,899.0,400,63,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1
1,0,1.0,1.0,0,1,0,1119.0,718,60,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1
1,0,2.0,2.0,0,1,0,1941.0,1330,51,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1
1,0,2.0,2.0,0,1,0,1850.0,1017,18,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1
1,0,2.0,2.0,0,1,0,1962.0,1130,91,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1
1,0,1.0,1.0,0,1,0,838.0,530,72,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1,0,1.0,2.0,0,1,0,1450.0,880,33,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1,0,1.0,0.0,0,1,0,1800.0,696,4,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1,0,2.0,2.0,0,1,0,2278.0,1267,47,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1
1,0,1.0,0.0,0,1,0,1680.0,701,4,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1,0,1.0,0.0,0,1,0,1751.0,762,4,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1,0,1.0,0.0,0,1,0,1720.0,705,4,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1,0,1.0,0.0,0,1,0,1568.0,628,4,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1,0,1.0,0.0,0,1,0,1546.0,673,4,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1,0,1.0,0.0,0,1,0,1979.0,740,4,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1,0,1.0,0.0,0,1,0,1530.0,606,4,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1,0,1.0,0.0,0,1,0,1599.0,593,4,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
0,1,2.0,3.0,0,1,0,1300.0,1176,46,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1
1,0,1.0,2.0,0,1,0,1075.0,964,46,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1
1,0,1.0,1.0,0,1,0,1750.0,750,4,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1,0,2.0,2.0,0,1,0,975.0,893,63,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,1
1,0,1.0,1.0,0,1,0,1100.0,565,65,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1,0,1.0,1.0,0,1,0,919.0,868,70,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1
1,0,1.0,2.0,0,1,0,785.0,900,63,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1
1,0,2.0,2.0,0,1,0,1635.0,1183,65,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1
1,0,1.0,1.0,0,1,0,1220.0,589,65,1,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1
0,1,2.0,3.0,0,1,0,1714.0,1386,22,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1
1,0,1.0,1.0,0,1,0,1125.0,668,22,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1,0,1.0,1.0,0,1,0,964.0,827,70,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1
0,1,2.0,3.0,0,1,0,999.0,1350,107,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1
1,0,1.0,1.0,0,1,0,730.0,576,63,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1
1,0,1.0,1.0,0,1,0,980.0,736,63,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,1
0,1,2.0,3.0,0,1,0,1109.0,950,65,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1
1,0,1.0,2.0,0,1,0,1135.0,940,100,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1,0,1.0,1.0,0,1,0,1025.0,680,100,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,1
1,0,2.0,2.0,0,1,0,1100.0,930,46,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1
1,0,1.0,1.0,0,1,0,909.0,490,70,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1
0,1,2.0,3.0,0,1,0,1189.0,1350,107,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1
0,1,1.0,3.0,0,1,0,1065.0,695,65,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1,0,1.0,1.0,0,1,0,979.0,675,100,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1
1,0,2.0,2.0,0,1,0,1065.0,1140,100,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1
1,0,2.0,2.0,0,1,0,1169.0,975,100,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1
1,0,1.0,1.0,0,1,0,1021.0,900,100,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1
0,1,2.0,3.0,0,1,0,845.0,1295,78,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1
1,0,1.0,1.0,0,1,0,990.0,854,78,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1
0,1,2.0,3.0,0,1,0,1332.0,1106,23,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1,0,1.0,2.0,0,1,0,1120.0,950,43,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,1
1,0,1.0,2.0,0,1,0,799.0,830,65,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1,0,2.0,2.0,0,1,0,1605.0,870,65,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1,0,2.5,2.0,0,1,0,1429.0,1400,65,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1
1,0,2.0,2.0,0,1,0,1850.0,1185,100,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1,0,2.0,2.0,0,1,0,1315.0,1113,22,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1
1,0,1.0,2.0,0,1,0,979.0,628,78,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1
1,0,1.0,2.0,0,1,0,650.0,1015,79,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1
1,0,1.0,2.0,0,1,0,800.0,750,72,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
0,1,2.0,3.0,0,1,0,1779.0,1336,107,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1,0,2.0,2.0,0,1,0,1939.0,1182,65,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1,0,2.0,2.0,0,1,0,1895.0,1145,65,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1,0,2.0,2.0,0,1,0,2210.0,950,65,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1,0,1.0,2.0,0,1,0,1144.0,930,100,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,1
1,0,2.0,2.0,0,1,0,1317.0,1042,100,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1
1,0,2.0,2.0,0,1,0,1429.0,1020,22,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1
1,0,2.0,2.0,0,1,0,1328.0,1131,22,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1
0,1,2.0,3.0,0,1,0,1327.0,1280,107,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1
1,0,2.0,2.0,0,1,0,1300.0,1171,43,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,1
1,0,1.0,1.0,0,1,0,1242.0,757,63,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1
0,1,1.0,3.0,0,1,0,920.0,1050,63,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1
1,0,2.0,2.0,0,1,0,1351.0,1285,65,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1
1,0,1.0,1.0,0,1,0,1375.0,750,65,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1,0,1.0,1.0,0,1,0,1349.0,764,65,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1
1,0,1.0,1.0,0,1,0,1190.0,784,100,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,1
1,0,1.0,2.0,0,1,0,1049.0,865,100,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1
1,0,2.0,2.0,0,1,0,1180.0,934,100,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,1
1,0,2.0,2.0,0,1,0,1443.0,1060,22,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1
1,0,1.0,1.0,0,1,0,1420.0,830,22,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,1
1,0,2.0,2.0,0,1,0,975.0,845,46,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1,0,1.0,1.0,0,1,0,1436.0,671,78,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1,0,1.0,1.0,0,1,0,975.0,624,46,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1
1,0,1.0,1.0,0,1,0,846.0,710,78,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1
1,0,1.0,1.0,0,1,0,1281.0,829,107,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1,0,1.0,1.0,0,1,0,1309.0,764,65,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1
1,0,1.0,1.0,0,1,0,1355.0,727,65,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1,0,2.0,2.0,0,1,0,1650.0,1183,65,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1
1,0,2.0,2.0,0,1,0,1225.0,1055,65,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1
1,0,1.0,2.0,0,1,0,715.0,414,65,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1
1,0,1.0,2.0,0,1,0,1242.0,850,65,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1
1,0,2.0,2.0,0,1,0,1400.0,1064,22,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,1,0
1,0,1.0,1.0,0,1,0,1539.0,880,22,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,1
1,0,2.0,2.0,0,1,0,1503.0,1190,46,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1
1,0,1.0,1.0,0,1,0,851.0,620,78,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1
1,0,1.0,1.0,0,1,0,1287.0,744,78,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1
1,0,1.0,1.0,0,1,1,625.0,720,55,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1
1,0,1.0,2.0,0,1,1,695.0,950,55,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
0,1,2.0,3.0,0,1,0,1406.0,1340,79,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1
1,0,1.0,1.0,0,1,0,1014.0,504,79,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1
1,0,1.0,1.0,0,1,0,1122.0,597,79,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1
1,0,1.0,1.0,0,1,0,899.0,868,70,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1
1,0,2.0,2.0,0,1,0,880.0,864,63,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1
1,0,1.0,1.0,0,1,0,425.0,800,63,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1
0,1,2.0,3.0,0,1,0,1290.0,1235,63,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,1
1,0,2.0,2.0,0,1,0,985.0,893,63,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1
1,0,1.0,2.0,0,1,0,750.0,700,65,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1,0,2.0,2.0,0,1,0,1790.0,935,65,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1
1,0,1.0,1.0,0,1,0,1027.0,458,65,1,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1
1,0,1.0,2.0,0,1,0,995.0,900,65,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1
1,0,1.0,2.0,0,1,0,953.0,820,65,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1
1,0,1.0,2.0,0,1,0,835.0,829,65,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1,0,1.0,2.0,0,1,0,1248.0,800,65,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1,0,1.0,1.0,0,1,0,1090.0,636,92,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
1,0,2.0,2.0,0,1,0,1308.0,1097,46,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1
1,0,1.0,2.0,0,1,0,1110.0,836,46,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1
0,1,2.0,3.0,0,1,0,1295.0,1526,78,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1
1,0,1.0,2.0,0,1,0,899.0,422,78,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1
0,1,2.0,3.0,0,1,0,995.0,1317,55,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1
0,1,1.5,3.0,0,1,0,695.0,1200,55,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1
1,0,1.0,1.0,0,1,0,1088.0,585,79,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1
1,0,2.0,2.0,0,1,0,749.0,922,79,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1
1,0,1.0,2.0,0,1,0,875.0,1200,72,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1
1,0,2.0,2.0,0,1,0,1055.0,975,107,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1
1,0,2.0,2.0,0,1,0,969.0,900,107,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1
1,0,1.0,1.0,0,1,0,962.0,788,43,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
0,1,2.0,3.0,0,1,0,1260.0,1475,43,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,1
1,0,2.0,2.0,0,1,0,1191.0,1001,43,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1
1,0,1.0,1.0,0,1,0,859.0,700,63,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1
1,0,1.5,2.0,0,1,0,950.0,1100,63,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1,0,1.0,2.0,0,1,0,920.0,950,63,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1
1,0,2.0,2.0,0,1,0,1125.0,1025,63,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
