category,bathrooms,bedrooms,fee,pets_allowed,price,square_feet,cityname,with_storage,with_parking,with_gym,with_pool,with_woodfloors,with_patio,with_clubhouse,with_internet,with_gated,economic_region
apartment,2.0,2.0,No,both cats and dogs,1399.0,1110,Sarasota,False,False,False,False,False,False,False,False,False,Southeast
apartment,1.0,1.0,No,no pets,645.0,219,Tampa,False,False,False,False,False,False,False,False,False,Southeast
apartment,1.0,1.0,No,only cats,1264.0,900,Miami,False,True,False,True,False,True,False,False,False,Southeast
apartment,1.0,2.0,No,both cats and dogs,915.0,800,Tallahassee,False,True,False,True,False,False,False,False,False,Southeast
apartment,1.0,1.0,No,both cats and dogs,1311.0,848,Tampa,False,True,False,True,False,False,True,True,False,Southeast
apartment,1.0,2.0,No,both cats and dogs,1200.0,850,Venice,False,False,False,False,False,False,False,False,False,Southeast
apartment,1.0,1.0,No,no pets,755.0,250,Longwood,False,False,False,True,False,False,False,False,False,Southeast
home,2.0,4.0,No,both cats and dogs,1449.0,1648,Jacksonville,False,False,False,False,False,True,False,False,False,Southeast
apartment,1.0,1.0,No,both cats and dogs,1599.0,550,Tampa,False,True,False,False,False,False,False,False,False,Southeast
home,1.0,3.0,No,both cats and dogs,989.0,538,Winter Park,False,False,False,True,False,True,False,False,False,Southeast
apartment,1.0,1.0,No,both cats and dogs,1115.0,622,Tampa,False,True,False,True,False,True,False,False,False,Southeast
apartment,1.0,2.0,No,both cats and dogs,1699.0,850,Tampa,False,True,False,False,False,False,False,False,True,Southeast
apartment,1.0,1.0,No,both cats and dogs,1399.0,540,Tampa,False,True,False,False,False,True,False,False,True,Southeast
apartment,1.0,1.0,No,no pets,960.0,650,Saint Petersburg,False,False,False,False,False,False,False,False,False,Southeast
apartment,1.5,1.0,No,both cats and dogs,1900.0,939,Miami Beach,False,False,False,False,False,False,False,False,False,Southeast
apartment,1.0,1.0,No,both cats and dogs,1399.0,850,Tampa,False,True,False,False,False,False,False,False,False,Southeast
apartment,1.0,1.0,No,both cats and dogs,1300.0,749,Venice,True,False,False,True,False,True,True,False,False,Southeast
home,2.0,3.0,No,only cats,1470.0,1037,Tallahassee,False,False,False,False,False,False,False,False,False,Southeast
apartment,1.0,1.0,No,both cats and dogs,839.0,849,Tallahassee,True,True,False,True,False,True,False,True,False,Southeast
apartment,1.0,1.0,No,both cats and dogs,1299.0,850,Orlando,False,True,False,True,False,True,False,False,False,Southeast
apartment,1.0,2.0,No,both cats and dogs,1225.0,850,Orlando,False,False,False,False,False,False,False,False,False,Southeast
home,2.0,4.0,No,both cats and dogs,2250.0,1783,Destin,False,False,False,False,False,False,False,False,False,Southeast
apartment,1.0,1.0,No,both cats and dogs,800.0,560,Fort Myers,True,True,False,False,False,False,False,False,False,Southeast
home,4.0,4.0,No,both cats and dogs,1540.0,1520,Tallahassee,False,True,False,True,False,True,True,True,False,Southeast
apartment,1.0,1.0,No,both cats and dogs,1009.0,560,Gainesville,False,False,False,False,False,True,False,True,False,Southeast
apartment,1.0,1.0,No,both cats and dogs,1186.0,939,Jacksonville,True,True,False,True,False,True,True,False,False,Southeast
apartment,1.0,1.0,No,both cats and dogs,1119.0,500,Orlando,False,False,False,True,False,False,True,False,False,Southeast
apartment,1.0,1.0,No,both cats and dogs,1649.0,750,Tampa,False,True,False,False,False,False,False,False,False,Southeast
apartment,1.0,1.0,No,both cats and dogs,1600.0,897,Miami,False,False,False,False,False,False,False,False,False,Southeast
home,2.0,3.0,No,both cats and dogs,1525.0,1454,Pensacola,False,False,False,False,False,False,False,False,False,Southeast
apartment,2.0,2.0,No,no pets,1200.0,1370,Longwood,False,False,False,False,False,False,False,False,False,Southeast
apartment,1.0,1.0,No,both cats and dogs,1290.0,868,Davenport,True,False,False,True,False,False,True,False,False,Southeast
home,1.0,3.0,No,both cats and dogs,855.0,474,Winter Park,False,True,False,True,False,True,True,True,False,Southeast
apartment,1.0,1.0,No,no pets,544.0,200,Tallahassee,False,True,False,True,False,False,True,True,False,Southeast
apartment,1.0,1.0,No,no pets,580.0,250,Vero Beach,False,False,False,True,False,False,False,False,False,Southeast
apartment,1.0,1.0,No,both cats and dogs,819.0,539,Orlando,False,True,False,True,False,True,False,False,False,Southeast
home,1.0,3.0,No,both cats and dogs,875.0,950,Tallahassee,False,False,False,False,False,False,False,False,False,Southeast
apartment,1.5,2.0,No,no pets,1200.0,930,Fort Walton Beach,False,False,False,False,False,False,False,False,False,Southeast
apartment,1.0,1.0,No,no pets,1095.0,475,Fort Lauderdale,False,True,False,False,False,False,False,False,False,Southeast
apartment,1.0,1.0,No,both cats and dogs,1139.0,800,Gainesville,True,False,False,True,False,False,True,True,True,Southeast
apartment,1.0,1.0,No,both cats and dogs,1300.0,826,Naples,True,False,False,True,False,True,True,True,True,Southeast
apartment,1.0,1.0,No,only cats,1525.0,695,Doral,False,False,False,False,False,False,False,False,False,Southeast
apartment,2.0,2.0,No,no pets,1595.0,1226,Sarasota,False,False,False,False,False,False,False,False,False,Southeast
home,2.0,3.0,No,both cats and dogs,1425.0,1459,Ruskin,False,False,False,False,False,False,False,False,False,Southeast
home,2.0,3.0,No,both cats and dogs,1349.0,1268,Brandon,False,False,False,False,False,False,False,False,False,Southeast
apartment,1.0,1.0,No,both cats and dogs,1499.0,613,Tampa,False,True,False,True,False,False,False,False,True,Southeast
apartment,1.0,1.0,No,both cats and dogs,1622.0,701,Tampa,True,True,False,True,False,True,True,True,False,Southeast
apartment,1.0,1.0,No,both cats and dogs,1111.0,638,Odessa,False,True,False,True,False,False,True,True,False,Southeast
apartment,1.0,1.0,No,both cats and dogs,1239.0,510,Orlando,False,False,False,True,False,True,False,False,False,Southeast
apartment,2.0,2.0,No,both cats and dogs,1450.0,1100,Saint Petersburg,False,False,False,False,False,False,False,False,False,Southeast
apartment,2.0,2.0,No,both cats and dogs,1225.0,1077,Jacksonville,False,False,False,False,False,False,False,False,False,Southeast
apartment,1.0,1.0,No,both cats and dogs,1150.0,650,Saint Petersburg,False,True,False,True,False,False,False,False,False,Southeast
home,2.0,3.0,No,both cats and dogs,1499.0,1176,Tampa,False,False,False,False,False,False,False,False,False,Southeast
apartment,1.0,2.0,No,no pets,1350.0,1000,Fort Lauderdale,False,True,False,True,False,False,False,False,False,Southeast
apartment,1.0,1.0,No,both cats and dogs,959.0,818,Ocala,False,False,False,False,False,False,True,False,False,Southeast
apartment,1.0,1.0,No,no pets,650.0,250,Chiefland,False,False,False,False,False,False,False,False,False,Southeast
apartment,1.0,1.0,No,both cats and dogs,1445.0,722,Orlando,True,False,False,True,False,False,False,False,False,Southeast
apartment,1.0,1.0,No,both cats and dogs,1246.0,510,North Miami,False,False,False,True,False,False,False,False,False,Southeast
apartment,1.0,1.0,No,both cats and dogs,1349.0,450,Tampa,False,True,False,True,False,True,False,False,False,Southeast
apartment,1.0,2.0,No,both cats and dogs,949.0,517,Orlando,False,False,False,True,False,True,False,False,False,Southeast
apartment,1.0,2.0,No,both cats and dogs,1009.0,519,Orlando,False,False,False,True,False,True,False,True,False,Southeast
apartment,2.0,2.0,No,no pets,1250.0,902,Venice,False,False,False,False,False,False,False,False,False,Southeast
apartment,1.0,1.0,No,both cats and dogs,879.0,848,Tallahassee,False,False,False,True,False,True,True,True,False,Southeast
apartment,1.0,1.0,No,both cats and dogs,925.0,689,Tallahassee,False,True,False,True,False,True,False,False,False,Southeast
apartment,1.0,1.0,No,both cats and dogs,1179.0,625,Pembroke Pines,False,True,False,True,False,False,False,True,False,Southeast
apartment,1.0,1.0,No,both cats and dogs,1145.0,581,Clearwater,False,False,False,True,False,True,False,True,False,Southeast
apartment,1.0,1.0,No,both cats and dogs,1002.0,645,Lutz,False,True,False,True,False,True,True,True,False,Southeast
apartment,1.0,1.0,No,both cats and dogs,999.0,561,Tampa,False,False,False,False,False,True,False,False,False,Southeast
home,2.0,3.0,No,no pets,1675.0,1594,Apopka,False,False,False,False,False,False,False,False,False,Southeast
apartment,1.0,1.0,No,both cats and dogs,880.0,718,Plant City,False,False,False,False,False,False,False,False,False,Southeast
apartment,1.0,1.0,No,both cats and dogs,1250.0,851,West Palm Beach,False,False,False,False,False,False,False,False,False,Southeast
apartment,1.0,1.0,No,both cats and dogs,894.0,560,Port Orange,False,True,False,False,False,False,False,True,False,Southeast
apartment,1.0,1.0,No,no pets,1249.0,570,Tampa,True,False,False,False,False,False,False,True,False,Southeast
home,2.0,3.0,No,both cats and dogs,1499.0,1503,Riverview,False,False,False,False,False,False,False,False,False,Southeast
apartment,1.0,1.0,No,both cats and dogs,885.0,734,Port Richey,True,True,False,False,False,False,False,False,False,Southeast
home,2.0,3.0,No,both cats and dogs,1549.0,1574,Brandon,False,False,False,False,False,False,False,False,False,Southeast
apartment,1.0,2.0,No,both cats and dogs,829.0,450,Saint Petersburg,False,True,False,True,False,True,True,True,False,Southeast
apartment,1.0,1.0,No,both cats and dogs,1300.0,660,Maitland,True,False,False,True,False,False,True,False,False,Southeast
apartment,1.0,1.0,No,both cats and dogs,1430.0,625,Miami,False,False,False,True,False,False,False,False,False,Southeast
apartment,1.0,1.0,No,both cats and dogs,799.0,630,Tallahassee,False,True,False,True,False,False,False,True,False,Southeast
apartment,1.0,1.0,No,both cats and dogs,1069.0,488,Orlando,False,False,False,True,False,True,False,False,False,Southeast
apartment,1.0,2.0,No,both cats and dogs,1400.0,377,Miami,False,True,False,True,False,True,False,False,False,Southeast
apartment,1.0,1.0,No,only cats,1630.0,435,Miami,False,False,False,False,False,False,False,False,False,Southeast
home,1.0,3.0,No,both cats and dogs,949.0,440,Orlando,False,False,False,True,False,True,False,False,False,Southeast
apartment,1.0,1.0,No,both cats and dogs,999.0,500,Orlando,False,True,False,True,False,False,False,False,True,Southeast
apartment,1.0,1.0,No,both cats and dogs,1049.0,667,Tampa,False,True,False,True,False,True,False,False,True,Southeast
apartment,1.0,1.0,No,both cats and dogs,780.0,600,Daytona Beach,False,True,False,False,False,False,False,True,False,Southeast
apartment,1.0,2.0,No,no pets,1550.0,1200,Fernandina Beach,False,False,False,False,False,False,False,False,False,Southeast
home,2.0,3.0,No,only dogs,2400.0,1700,Jupiter,False,False,False,False,False,False,False,False,False,Southeast
apartment,2.0,2.0,No,no pets,1550.0,1400,Panama City Beach,False,False,False,False,False,False,False,False,False,Southeast
home,2.5,3.0,No,both cats and dogs,1775.0,1704,Orlando,False,False,False,False,False,False,False,False,False,Southeast
apartment,2.0,2.0,No,both cats and dogs,2200.0,1287,Miami Beach,False,False,False,False,False,False,False,False,False,Southeast
apartment,2.0,2.0,No,both cats and dogs,1699.0,1175,Tampa,False,False,False,False,False,False,False,False,False,Southeast
home,2.0,3.0,No,no pets,1650.0,1719,Bradenton,False,False,False,False,False,False,False,False,False,Southeast
apartment,2.0,2.0,No,no pets,1199.0,1009,Bradenton,False,False,False,False,False,False,False,False,False,Southeast
apartment,1.0,1.0,No,no pets,1000.0,250,Miami,False,False,False,False,False,False,False,False,False,Southeast
apartment,2.0,2.0,No,both cats and dogs,1138.0,780,Tallahassee,False,False,False,True,False,False,False,True,False,Southeast
apartment,1.0,1.0,No,both cats and dogs,925.0,835,Tallahassee,False,True,False,True,False,True,True,True,False,Southeast
apartment,2.0,2.0,No,both cats and dogs,895.0,925,Tallahassee,False,True,False,True,False,True,True,False,False,Southeast
apartment,1.0,1.0,No,both cats and dogs,1294.0,623,Gainesville,True,True,False,True,False,True,True,False,True,Southeast
apartment,1.0,1.0,No,both cats and dogs,1174.0,709,Orlando,False,True,False,True,False,False,False,False,False,Southeast
apartment,1.0,1.0,No,both cats and dogs,1125.0,747,Fort Myers,True,True,False,False,False,True,True,False,False,Southeast
apartment,1.0,1.0,No,no pets,600.0,400,North Fort Myers,False,False,False,True,False,False,False,False,False,Southeast
apartment,1.0,1.0,No,both cats and dogs,1046.0,910,Tallahassee,False,True,False,True,False,False,True,False,True,Southeast
home,1.0,3.0,No,both cats and dogs,1680.0,619,Coral Gables,False,False,False,True,False,False,False,False,False,Southeast
home,1.0,3.0,No,both cats and dogs,1249.0,570,Tampa,False,True,False,False,False,True,False,False,False,Southeast
apartment,1.0,1.0,No,both cats and dogs,1184.0,844,Tampa,True,False,False,False,False,True,False,False,False,Southeast
apartment,1.0,1.0,No,both cats and dogs,1425.0,973,Ruskin,False,True,False,True,False,True,True,True,False,Southeast
apartment,1.0,1.0,No,both cats and dogs,1180.0,870,Tampa,False,True,False,True,False,True,True,False,True,Southeast
apartment,1.0,1.0,No,both cats and dogs,1199.0,800,Orlando,False,False,False,True,False,True,False,False,False,Southeast
apartment,1.0,2.0,No,both cats and dogs,879.0,390,Orlando,True,True,False,True,False,True,False,False,False,Southeast
apartment,1.0,1.0,No,both cats and dogs,1249.0,750,Winter Park,False,False,False,True,False,True,False,False,False,Southeast
apartment,1.0,1.0,No,both cats and dogs,1199.0,782,Winter Park,False,True,False,True,False,True,False,False,False,Southeast
apartment,1.0,1.0,No,both cats and dogs,1089.0,780,Orlando,False,False,False,True,False,True,False,False,False,Southeast
apartment,1.0,2.0,No,both cats and dogs,1289.0,900,Tampa,False,True,False,True,False,True,False,False,False,Southeast
apartment,2.0,2.0,No,both cats and dogs,1909.0,960,Orlando,False,True,False,True,False,True,False,False,False,Southeast
apartment,1.0,1.0,No,both cats and dogs,1269.0,709,Orlando,False,False,False,True,False,False,False,True,True,Southeast
apartment,1.0,1.0,No,both cats and dogs,1009.0,600,Orlando,True,False,False,False,False,True,False,False,False,Southeast
apartment,1.0,1.0,No,no pets,800.0,250,Deltona,False,False,False,False,False,False,False,False,False,Southeast
apartment,2.5,2.0,No,both cats and dogs,1360.0,1552,Brandon,False,False,False,False,False,False,False,False,False,Southeast
apartment,1.0,1.0,No,no pets,750.0,250,Port Saint Lucie,False,False,False,False,False,False,False,False,False,Southeast
apartment,1.0,1.0,No,no pets,1035.0,400,Pembroke Pines,False,False,False,True,False,False,False,False,False,Southeast
apartment,1.0,1.0,No,no pets,860.0,250,Sarasota,False,False,False,True,False,False,False,False,False,Southeast
apartment,1.0,1.0,No,no pets,700.0,250,Orlando,False,False,False,False,False,False,False,False,False,Southeast
apartment,1.0,1.0,No,no pets,1475.0,570,Fort Lauderdale,False,False,False,False,False,False,False,False,False,Southeast
apartment,2.5,2.0,No,no pets,1300.0,1429,Bradenton,False,False,False,False,False,False,False,False,False,Southeast
apartment,1.0,1.0,No,both cats and dogs,914.0,623,Saint Petersburg,False,True,False,True,False,True,True,True,True,Southeast
apartment,1.0,1.0,No,no pets,690.0,400,Miami,False,False,False,False,False,False,False,False,False,Southeast
home,2.0,3.0,No,both cats and dogs,1199.0,1642,Port Richey,False,False,False,False,False,False,False,False,False,Southeast
apartment,1.0,1.0,No,no pets,1095.0,600,Wilton Manors,False,True,False,False,False,False,False,False,False,Southeast
apartment,1.0,1.0,No,both cats and dogs,919.0,836,Jacksonville,False,True,False,True,False,True,True,True,False,Southeast
apartment,1.0,1.0,No,no pets,750.0,215,Riverview,False,False,False,False,False,False,False,False,False,Southeast
home,2.0,4.0,No,both cats and dogs,1549.0,1501,Saint Petersburg,False,False,False,False,False,False,False,False,False,Southeast
home,2.0,3.0,No,both cats and dogs,1650.0,1461,Riverview,False,False,False,False,False,False,False,False,False,Southeast
home,1.0,3.0,No,both cats and dogs,839.0,510,Orlando,True,True,False,False,False,True,True,True,True,Southeast
apartment,1.0,1.0,No,no pets,800.0,250,Jacksonville,False,False,False,False,False,False,False,False,False,Southeast
apartment,2.0,2.0,No,both cats and dogs,949.0,1017,Palm Coast,False,False,False,False,False,False,False,False,False,Southeast
apartment,1.0,1.0,No,no pets,850.0,250,Saint Petersburg,False,False,False,False,False,False,False,False,False,Southeast
apartment,1.0,1.0,No,both cats and dogs,720.0,680,Jacksonville,True,True,False,True,False,True,False,True,False,Southeast
apartment,1.0,1.0,No,no pets,865.0,219,Riverview,False,False,False,True,False,False,False,False,False,Southeast
apartment,1.0,1.0,No,no pets,600.0,250,Tampa,False,False,False,False,False,False,False,False,False,Southeast
apartment,1.0,1.0,No,no pets,1095.0,600,Fort Lauderdale,False,True,False,True,False,False,False,False,False,Southeast
home,2.0,3.0,No,both cats and dogs,1449.0,1480,Orange Park,False,False,False,False,False,False,False,False,False,Southeast
apartment,2.0,2.0,No,both cats and dogs,1500.0,1075,Saint Petersburg,False,False,False,False,False,False,False,False,False,Southeast
apartment,1.0,1.0,No,both cats and dogs,849.0,700,New Port Richey,False,False,False,True,False,True,True,True,True,Southeast
apartment,1.0,1.0,No,both cats and dogs,755.0,600,Jacksonville,False,True,False,True,False,True,True,False,False,Southeast
apartment,1.0,1.0,No,no pets,691.0,400,Jacksonville,False,False,False,True,False,False,False,False,False,Southeast
apartment,2.0,2.0,No,no pets,1280.0,1209,Tallahassee,False,False,False,False,False,False,False,False,False,Southeast
apartment,2.0,2.0,No,both cats and dogs,1900.0,1268,Orlando,False,False,False,False,False,False,False,False,False,Southeast
home,1.0,3.0,No,both cats and dogs,1349.0,1174,Tampa,False,False,False,False,False,False,False,False,False,Southeast
apartment,1.0,2.0,No,both cats and dogs,820.0,500,Altamonte Springs,True,True,False,True,False,True,True,True,False,Southeast
apartment,2.5,2.0,No,both cats and dogs,1795.0,1396,Pembroke Pines,False,False,False,False,False,False,False,False,False,Southeast
apartment,1.0,1.0,No,both cats and dogs,1165.0,682,Sanford,True,True,False,True,False,False,True,False,False,Southeast
home,3.0,3.0,No,both cats and dogs,1785.0,1407,Lake Worth,False,False,False,False,False,False,False,False,False,Southeast
apartment,1.0,1.0,No,both cats and dogs,1199.0,589,Tampa,False,True,False,True,False,False,False,False,False,Southeast
apartment,1.0,1.0,No,no pets,999.0,420,Saint Petersburg,False,False,False,False,False,False,False,False,False,Southeast
apartment,2.0,2.0,No,no pets,1500.0,1237,Niceville,False,False,False,False,False,False,False,False,False,Southeast
apartment,2.0,2.0,No,no pets,1400.0,1402,Venice,False,False,False,False,False,False,False,False,False,Southeast
apartment,2.0,2.0,No,no pets,1800.0,1385,Boca Raton,False,False,False,False,False,False,False,False,False,Southeast
apartment,1.0,1.0,No,both cats and dogs,900.0,750,Tampa,True,False,False,True,False,True,False,True,False,Southeast
apartment,1.0,1.0,No,both cats and dogs,690.0,288,Tampa,False,False,False,True,False,False,False,False,False,Southeast
apartment,1.0,1.0,No,both cats and dogs,895.0,546,Kissimmee,True,True,False,True,False,True,True,True,False,Southeast
apartment,1.0,1.0,No,both cats and dogs,985.0,550,Tampa,False,True,False,True,False,False,True,True,True,Southeast
apartment,1.0,2.0,No,both cats and dogs,1099.0,400,Tampa,False,True,False,False,False,False,False,False,True,Southeast
apartment,1.0,1.0,No,both cats and dogs,837.0,550,Tampa,True,True,False,True,False,True,False,True,True,Southeast
apartment,1.0,2.0,No,both cats and dogs,1895.0,923,Fort Lauderdale,False,True,False,True,False,True,False,True,False,Southeast
apartment,1.0,1.0,No,no pets,1250.0,800,Fort Lauderdale,False,True,False,True,False,False,False,False,False,Southeast
apartment,1.0,1.0,No,both cats and dogs,1030.0,700,Orlando,True,True,False,True,False,False,True,True,False,Southeast
home,2.0,4.0,No,both cats and dogs,1599.0,1750,Saint Johns,False,False,False,False,False,False,False,False,False,Southeast
apartment,1.0,1.0,No,no pets,750.0,300,Wesley Chapel,False,False,False,True,False,False,False,False,False,Southeast
apartment,1.0,1.0,No,no pets,975.0,400,Pembroke Pines,False,False,False,False,False,False,False,False,False,Southeast
apartment,1.0,1.0,No,no pets,685.0,230,Wimauma,False,False,False,False,False,False,False,False,False,Southeast
apartment,1.0,1.0,No,no pets,575.0,250,Winter Springs,False,False,False,False,False,False,False,False,False,Southeast
home,2.0,4.0,No,both cats and dogs,2450.0,1446,Fort Lauderdale,False,False,False,False,False,False,False,False,False,Southeast
apartment,2.0,2.0,No,no pets,1450.0,1096,Oakland Park,False,False,False,False,False,False,False,False,False,Southeast
home,2.0,3.0,No,only dogs,1795.0,1305,Winter Park,False,False,False,False,False,False,False,False,False,Southeast
apartment,1.5,1.0,No,no pets,1900.0,891,Miami,False,False,False,False,False,False,False,False,False,Southeast
home,2.0,3.0,No,both cats and dogs,1625.0,1285,Fort Walton Beach,False,False,False,False,False,False,False,False,False,Southeast
apartment,1.5,2.0,No,both cats and dogs,1350.0,1075,Homestead,False,False,False,False,False,False,False,False,True,Southeast
home,2.0,3.0,No,both cats and dogs,1650.0,1162,Homestead,False,False,False,False,False,False,False,False,False,Southeast
apartment,1.0,2.0,No,both cats and dogs,1200.0,845,Opa Locka,False,False,False,False,False,False,False,False,False,Southeast
apartment,1.0,1.0,No,both cats and dogs,1000.0,610,Lake Worth,False,False,False,False,False,False,False,False,False,Southeast
apartment,1.0,2.0,No,both cats and dogs,1100.0,625,Pompano Beach,False,False,False,False,False,False,False,False,False,Southeast
apartment,2.0,2.0,No,both cats and dogs,2400.0,1143,Miami,False,True,True,True,False,True,False,True,False,Southeast
apartment,1.0,1.0,No,only cats,795.0,300,Sarasota,False,True,False,False,False,False,False,False,False,Southeast
apartment,2.0,2.0,No,both cats and dogs,995.0,850,Englewood,False,False,False,False,False,False,False,False,False,Southeast
apartment,2.0,2.0,No,both cats and dogs,1000.0,1100,Cape Coral,False,False,False,False,False,False,False,False,False,Southeast
home,2.0,3.0,No,both cats and dogs,1850.0,1321,Coral Springs,False,False,False,True,False,False,False,False,True,Southeast
apartment,2.0,2.0,No,both cats and dogs,1240.0,900,Lake Worth,False,False,False,True,False,False,False,False,False,Southeast
apartment,1.0,1.0,No,both cats and dogs,1000.0,600,Lake Worth,False,False,False,True,False,False,False,False,False,Southeast
apartment,1.0,2.0,No,both cats and dogs,800.0,866,Fort Walton Beach,True,False,False,False,False,True,False,False,False,Southeast
apartment,0.0,0.0,No,both cats and dogs,1195.0,300,Lakeland,True,False,False,True,False,False,False,False,False,Southeast
apartment,1.0,1.0,No,both cats and dogs,975.0,700,Jacksonville,False,True,False,False,False,False,False,False,False,Southeast
apartment,2.0,2.0,No,both cats and dogs,1350.0,914,Homestead,False,False,False,False,False,False,False,False,False,Southeast
apartment,1.0,2.0,No,both cats and dogs,1200.0,880,Lauderhill,False,False,False,False,False,False,False,False,False,Southeast
